*Pick And Place List
*Company=
*Author=
*eMail=
*
*Project=led_grid
*Date=01:02:37
*CreatedBy=Fritzing 0.9.3b.04.19.5c895d327c44a3114e5fcc9d8260daf0cbb52806
*
*
*Coordinates in mm, always center of component
*Origin 0/0=Lower left corner of PCB
*Rotation in degree (0-360, math. pos.)
*
*No;Value;Package;X;Y;Rotation;Side;Name
465;;;176.108;-88.0225;0;Bottom;Via301
466;;;147.015;-136.741;0;Bottom;Copper Fill16
467;;;34.4881;-50.4037;0;Bottom;Via527
468;;;126.035;-50.5082;0;Bottom;Copper Fill406
469;;;66.9544;-93.866;0;Bottom;Copper Fill72
470;;;46.1055;-108.017;0;Bottom;Via278
471;;;56.0471;-58.2269;0;Bottom;Via451
472;;;46.1518;-109.335;0;Bottom;Copper Fill305
473;;;36.068;-89.4464;0;Bottom;Copper Fill336
474;;;86.8934;-133.592;0;Bottom;Copper Fill1
475;;;26.0794;-98.3002;0;Bottom;Via288
476;;;114.531;-139.346;0;Bottom;Via47
477;;;166.041;-97.7942;0;Bottom;Via207
478;;;105.207;-54.3944;0;Bottom;Copper Fill152
479;;;146.177;-129.248;0;Bottom;Copper Fill284
480;;;154.472;-59.3197;0;Bottom;Via330
481;;;126.898;-83.8838;0;Bottom;Copper Fill91
482;;;27.6305;-69.0428;0;Bottom;Via295
483;;;67.0052;-136.157;0;Bottom;Copper Fill7
484;;;66.0394;-49.2404;0;Bottom;Via517
485;;;76.835;-63.5384;0;Bottom;Copper Fill135
486;;;125.222;-54.3436;0;Bottom;Copper Fill148
487;;;193.739;-144.364;0;Bottom;Hole3
488;;;47.6563;-109.083;0;Bottom;Via276
489;;5050;106.091;-88.8325;0;Top;RGB SMD LED102
490;;;146.075;-79.3626;0;Bottom;Copper Fill362
491;;;156.083;-59.4998;0;Bottom;Copper Fill393
492;;;146.914;-73.5968;0;Bottom;Copper Fill123
493;;;101.333;-16.9802;0;Bottom;Copper Fill454
494;;;175.311;-113.627;0;Bottom;Copper Fill53
495;;;67.7977;-139.305;0;Bottom;Via73
496;;;125.222;-34.0744;0;Bottom;Copper Fill200
497;;;66.1218;-108.21;0;Bottom;Via265
498;;;137.641;-69.2121;0;Bottom;Via347
499;;;19.7389;-35.3641;0;Bottom;Via546
500;;;134.378;-69.2979;0;Bottom;Via355
501;;5050;36.0914;-88.8325;0;Top;RGB SMD LED111
502;;;27.5844;-18.9995;0;Bottom;Copper Fill229
503;;;143.489;-20.3641;0;Bottom;Via539
504;;;37.6242;-109.422;0;Bottom;Via283
505;;dip;100.109;-13.9452;-90;Bottom;ATMega328
506;;;126.632;-22.1872;0;Bottom;Copper Fill456
507;;;106.883;-81.039;0;Bottom;Copper Fill105
508;;;56.1608;-118.256;0;Bottom;Via178
509;;;55.9926;-108.017;0;Bottom;Via271
510;;;115.316;-133.16;0;Bottom;Copper Fill18
511;;;174.498;-129.181;0;Bottom;Via104
512;;;57.6078;-129.188;0;Bottom;Via174
513;;;10.77;-58.3352;0;Bottom;Via559
514;;;166.04;-50.2542;0;Bottom;Copper Fill410
515;;;84.4905;-99.2801;0;Bottom;Via256
516;;;66.0908;-89.4718;0;Bottom;Copper Fill339
517;;;134.42;-59.3197;0;Bottom;Via354
518;;5050;126.02;-68.7904;0;Top;RGB SMD LED116
519;;;66.1026;-78.2689;0;Bottom;Via440
520;;;56.8198;-35.2428;0;Bottom;Copper Fill207
521;;;167.692;-109.42;0;Bottom;Via204
522;;;26.1507;-118.342;0;Bottom;Via192
523;;;46.8884;-80.5818;0;Bottom;Copper Fill107
524;;;16.7464;-118.349;0;Bottom;Via565
525;;;27.7441;-128.645;0;Bottom;Via100
526;;;157.757;-139.192;0;Bottom;Via20
527;;;146.075;-89.2686;0;Bottom;Copper Fill347
528;;;64.4971;-119.855;0;Bottom;Via171
529;;;36.8046;-54.1658;0;Bottom;Copper Fill162
530;;;106.858;-54.3944;0;Bottom;Copper Fill143
531;;;139.941;-22.1618;0;Bottom;Copper Fill458
532;;;156.083;-40.526;0;Bottom;Copper Fill434
533;;;124.416;-99.3927;0;Bottom;Via231
534;;;174.879;-12.4463;0;Bottom;Copper Fill258
535;;;135.966;-98.1904;0;Bottom;Via224
536;;;126.086;-79.5658;0;Bottom;Copper Fill360
537;;;154.543;-79.3619;0;Bottom;Via329
538;;cap-pth-large;173.188;-17.6141;180;Bottom;C4 0.1uF
539;220;THT;171.159;-9.36406;0;Bottom;R8 10kOhm
540;;;126.124;-138.23;0;Bottom;Via38
541;;;174.425;-99.2202;0;Bottom;Via201
542;;;95.2754;-93.7644;0;Bottom;Copper Fill80
543;;;166.175;-137.99;0;Bottom;Via15
544;;;46.2534;-139.307;0;Bottom;Copper Fill261
545;;;36.0934;-99.2254;0;Bottom;Copper Fill320
546;;;176.149;-139.332;0;Bottom;Copper Fill274
547;;;46.0231;-49.1436;0;Bottom;Via523
548;;;74.3672;-69.2674;0;Bottom;Via428
549;;;154.508;-109.657;0;Bottom;Via214
550;;;67.737;-129.188;0;Bottom;Via168
551;;;156.87;-34.5062;0;Bottom;Copper Fill192
552;;;115.316;-100.47;0;Bottom;Copper Fill67
553;;;26.0497;-39.3397;0;Bottom;Via5
554;;;137.683;-109.366;0;Bottom;Via222
555;;;75.9796;-39.0595;0;Bottom;Via70
556;;;25.2476;-32.5758;0;Bottom;Copper Fill198
557;;;55.2704;-54.3944;0;Bottom;Copper Fill155
558;;;18.7386;-138.403;0;Bottom;Via567
559;;;175.993;-39.0047;0;Bottom;Via11
560;;;46.1346;-88.09;0;Bottom;Via459
561;;;64.3833;-59.8262;0;Bottom;Via437
562;;;97.6393;-50.3066;0;Bottom;Via507
563;;;94.455;-89.4469;0;Bottom;Via403
564;;;154.514;-99.3066;0;Bottom;Via213
565;;;76.0803;-118.062;0;Bottom;Via165
566;;;115.24;-44.844;0;Bottom;Copper Fill167
567;;;66.0439;-39.2534;0;Bottom;Via77
568;;;65.2272;-35.319;0;Bottom;Copper Fill199
569;;;27.749;-138.785;0;Bottom;Via4
570;;;104.537;-109.495;0;Bottom;Via242
571;;;145.288;-123.559;0;Bottom;Copper Fill31
572;;;166.04;-40.272;0;Bottom;Copper Fill435
573;;;67.7503;-79.5293;0;Bottom;Via442
574;;;136.038;-88.2807;0;Bottom;Via357
575;;;66.1509;-88.2838;0;Bottom;Via433
576;;;104.374;-50.5479;0;Bottom;Via504
577;;;26.0745;-108.223;0;Bottom;Via195
578;;5050;76.0199;-58.7905;0;Top;RGB SMD LED141
579;;;45.2882;-113.729;0;Bottom;Copper Fill46
580;;;84.4699;-139.402;0;Bottom;Via64
581;;;146.141;-107.95;0;Bottom;Via217
582;;5050;106.033;-39.8169;0;Top;RGB SMD LED17
583;;;27.6254;-79.2635;0;Bottom;Via297
584;;;51.054;-38.7988;0;Bottom;Copper Fill414
585;;;86.8426;-124.956;0;Bottom;Copper Fill24
586;;;96.012;-59.3982;0;Bottom;Copper Fill387
587;;;35.9339;-57.8877;0;Bottom;Via473
588;;;156.059;-88.2711;0;Bottom;Via333
589;;;175.26;-74.8922;0;Bottom;Copper Fill125
590;;5050;156.02;-68.7904;0;Top;RGB SMD LED139
591;;;124.387;-40.4319;0;Bottom;Via40
592;;;126.119;-118.361;0;Bottom;Via136
593;;5050;176.033;-39.8169;0;Top;RGB SMD LED31
594;;5050;106.062;-108.777;0;Top;RGB SMD LED67
595;;;86.1613;-118.304;0;Bottom;Via161
596;;;18.7389;-34.3641;0;Bottom;Via547
597;;;37.6532;-89.4954;0;Bottom;Via469
598;;;177.691;-59.5183;0;Bottom;Via309
599;;5050;146.091;-88.8325;0;Top;RGB SMD LED134
600;;;156.921;-124.524;0;Bottom;Copper Fill26
601;;;105.967;-39.3586;0;Bottom;Via53
602;;;176.86;-54.2928;0;Bottom;Copper Fill160
603;;;174.512;-89.3913;0;Bottom;Via304
604;;;56.0324;-109.36;0;Bottom;Copper Fill306
605;;5050;96.1387;-138.814;0;Top;RGB SMD LED8
606;;;64.3833;-69.3645;0;Bottom;Via436
607;;;167.651;-99.4658;0;Bottom;Via205
608;;;65.9889;-23.1141;0;Bottom;Via533
609;;;154.48;-50.3331;0;Bottom;Via491
610;;;86.868;-113.653;0;Bottom;Copper Fill43
611;;;114.526;-119.302;0;Bottom;Via141
612;;;90.7389;-23.3641;0;Bottom;Via570
613;;;97.7217;-109.373;0;Bottom;Via246
614;;;165.303;-125.133;0;Bottom;Copper Fill32
615;;;175.98;-57.9783;0;Bottom;Via307
616;;;135.28;-131.839;0;Bottom;Copper Fill19
617;;5050;166.02;-58.7905;0;Top;RGB SMD LED152
618;;;25.2222;-44.8186;0;Bottom;Copper Fill170
619;;;106.858;-33.2616;0;Bottom;Copper Fill190
620;;;116.087;-58.3751;0;Bottom;Via376
621;;5050;136.139;-138.814;0;Top;RGB SMD LED12
622;;5050;86.0281;-49.8037;0;Top;RGB SMD LED173
623;;;86.1822;-89.3448;0;Bottom;Copper Fill341
624;;;174.482;-109.318;0;Bottom;Via200
625;;5050;96.0913;-88.8325;0;Top;RGB SMD LED153
626;;;106.02;-40.5006;0;Bottom;Copper Fill429
627;;;12.7455;-78.3729;0;Bottom;Via561
628;;;97.7375;-129.237;0;Bottom;Via150
629;;;174.559;-139.297;0;Bottom;Via9
630;;;146.056;-97.9327;0;Bottom;Via220
631;;;56.896;-54.1912;0;Bottom;Copper Fill151
632;;;66.1416;-139.408;0;Bottom;Copper Fill263
633;;;57.7034;-50.1127;0;Bottom;Via519
634;;;89.3572;-25.1082;0;Bottom;Copper Fill438
635;;;156.108;-89.4972;0;Bottom;Copper Fill348
636;;;116.158;-78.4171;0;Bottom;Via375
637;;;5.73886;-144.364;0;Bottom;Hole4
638;;;105.41;-133.668;0;Bottom;Copper Fill13
639;;;138.379;-22.238;0;Bottom;Copper Fill224
640;;;67.6873;-50.5005;0;Bottom;Via518
641;;;115.341;-8.9792;0;Bottom;Copper Fill443
642;;;156.21;-139.434;0;Bottom;Copper Fill272
643;;;177.676;-109.261;0;Bottom;Via198
644;;;136.119;-119.444;0;Bottom;Copper Fill298
645;;;147.696;-50.2473;0;Bottom;Via494
646;;;61.6585;-20.9426;0;Bottom;Copper Fill237
647;;;74.477;-40.5135;0;Bottom;Via72
648;;;134.436;-129.316;0;Bottom;Via130
649;;;57.7373;-99.0865;0;Bottom;Via273
650;;;64.4547;-79.8685;0;Bottom;Via438
651;;;116.815;-33.4902;0;Bottom;Copper Fill210
652;;5050;66.1337;-128.819;0;Top;RGB SMD LED49
653;;;86.2584;-59.4998;0;Bottom;Copper Fill386
654;;;136.855;-35.7508;0;Bottom;Copper Fill191
655;;5050;46.02;-68.7904;0;Top;RGB SMD LED119
656;;;127.708;-79.4477;0;Bottom;Via369
657;;;176.936;-131.636;0;Bottom;Copper Fill20
658;;;74.4725;-50.5005;0;Bottom;Via515
659;;;65.2526;-54.5214;0;Bottom;Copper Fill154
660;;;27.6728;-109.197;0;Bottom;Via196
661;;;114.421;-50.2866;0;Bottom;Via503
662;;;98.6917;-24.905;0;Bottom;Copper Fill242
663;;;134.496;-139.432;0;Bottom;Via35
664;;;117.746;-119.477;0;Bottom;Via139
665;;;45.2628;-103.696;0;Bottom;Copper Fill63
666;;;157.701;-59.3696;0;Bottom;Via324
667;;;96.1223;-108.162;0;Bottom;Via251
668;;;177.704;-40.5448;0;Bottom;Via12
669;;;66.0795;-68.0558;0;Bottom;Via434
670;;;106.02;-50.4828;0;Bottom;Copper Fill404
671;;;40.9956;-8.4331;0;Bottom;Copper Fill235
672;;;144.397;-129.401;0;Bottom;Via122
673;;;16.7389;-32.3641;0;Bottom;Via548
674;;;126.005;-58.3322;0;Bottom;Via368
675;;;46.0146;-58.1301;0;Bottom;Via461
676;;;94.392;-50.2581;0;Bottom;Via509
677;;;127.679;-99.3927;0;Bottom;Via233
678;;;86.3854;-139.357;0;Bottom;Copper Fill265
679;;5050;166.133;-128.819;0;Top;RGB SMD LED58
680;;;77.8301;-139.498;0;Bottom;Via67
681;;;164.46;-129.409;0;Bottom;Via112
682;;;144.339;-59.2339;0;Bottom;Via342
683;;;67.7503;-89.3986;0;Bottom;Via431
684;;5050;36.1388;-138.814;0;Top;RGB SMD LED2
685;220;1206 [SMD];132.439;-19.1141;0;Bottom;R6 10kOhm
686;;;96.9772;-131.153;0;Bottom;Copper Fill22
687;;5050;116.134;-118.819;0;Top;RGB SMD LED37
688;;;66.9036;-73.7238;0;Bottom;Copper Fill118
689;;;86.233;-50.5082;0;Bottom;Copper Fill402
690;;;106.096;-79.4896;0;Bottom;Copper Fill358
691;;;116.201;-118.404;0;Bottom;Via140
692;;;36.0053;-77.9297;0;Bottom;Via474
693;220;1206 [SMD];47.4889;-18.3141;90;Top;R2 10kOhm
694;;;87.7183;-89.1076;0;Bottom;Via408
695;;;125.273;-82.0804;0;Bottom;Copper Fill102
696;;5050;46.1337;-128.819;0;Top;RGB SMD LED44
697;;;116.053;-59.576;0;Bottom;Copper Fill389
698;;;116.1;-39.4015;0;Bottom;Via45
699;;;116.053;-50.5844;0;Bottom;Copper Fill405
700;;5050;116.02;-68.7904;0;Top;RGB SMD LED107
701;;;96.0444;-39.1566;0;Bottom;Via57
702;;;177.762;-79.5604;0;Bottom;Via310
703;;;165.303;-113.678;0;Bottom;Copper Fill54
704;;;75.9666;-58.0333;0;Bottom;Via425
705;;5050;56.1388;-138.814;0;Top;RGB SMD LED4
706;;;176.86;-73.5714;0;Bottom;Copper Fill124
707;;;36.0403;-127.928;0;Bottom;Via188
708;;;116.002;-69.355;0;Bottom;Copper Fill373
709;;;116.059;-128.027;0;Bottom;Via143
710;;;174.383;-59.2333;0;Bottom;Via305
711;;5050;86.0199;-68.7904;0;Top;RGB SMD LED150
712;;;63.7286;-29.6167;0;Bottom;Copper Fill239
713;;;45.2882;-83.8076;0;Bottom;Copper Fill96
714;;;57.7079;-40.1257;0;Bottom;Via82
715;;;176.037;-67.7945;0;Bottom;Via302
716;;;176.835;-33.16;0;Bottom;Copper Fill187
717;;;37.6386;-50.4037;0;Bottom;Via525
718;;;94.4259;-109.373;0;Bottom;Via250
719;;5050;156.091;-78.8325;0;Top;RGB SMD LED137
720;;;106.026;-78.3742;0;Bottom;Via391
721;;;51.0794;-22.1872;0;Bottom;Copper Fill439
722;;;76.8858;-93.7898;0;Bottom;Copper Fill79
723;;5050;126.134;-118.819;0;Top;RGB SMD LED43
724;;;114.413;-59.2734;0;Bottom;Via377
725;;;25.3492;-133.465;0;Bottom;Copper Fill5
726;;;64.5022;-139.498;0;Bottom;Via75
727;;;177.705;-89.3343;0;Bottom;Via300
728;;;146.914;-81.2422;0;Bottom;Copper Fill103
729;;;107.657;-89.6117;0;Bottom;Via383
730;;;166.007;-48.8207;0;Bottom;Via487
731;;;176.047;-40.2974;0;Bottom;Copper Fill436
732;;;86.868;-86.627;0;Bottom;Copper Fill90
733;;;56.896;-73.7746;0;Bottom;Copper Fill117
734;;;23.3934;-12.7384;0;Bottom;Copper Fill226
735;;;74.4861;-139.402;0;Bottom;Via71
736;;;156.921;-133.642;0;Bottom;Copper Fill9
737;;;47.6854;-89.1562;0;Bottom;Via456
738;;;44.3752;-50.4037;0;Bottom;Via524
739;;;147.73;-99.2208;0;Bottom;Via221
740;;;94.455;-79.2869;0;Bottom;Via402
741;;;143.967;-31.5979;0;Bottom;Copper Fill252
742;;5050;116.134;-128.819;0;Top;RGB SMD LED38
743;;;126.077;-78.3742;0;Bottom;Via367
744;;;126.009;-59.5252;0;Bottom;Copper Fill390
745;;;126.111;-21.6919;0;Bottom;Copper Fill247
746;;;114.425;-40.2999;0;Bottom;Via46
747;;;26.1036;-88.296;0;Bottom;Via294
748;;;97.6308;-59.2931;0;Bottom;Via397
749;;5050;76.0199;-68.7904;0;Top;RGB SMD LED143
750;;;36.8046;-63.6146;0;Bottom;Copper Fill134
751;;;95.2754;-73.6476;0;Bottom;Copper Fill119
752;;;126.086;-69.4058;0;Bottom;Copper Fill374
753;;;46.0248;-50.432;0;Bottom;Copper Fill398
754;;;54.4477;-59.6326;0;Bottom;Via453
755;;;137.64;-99.3927;0;Bottom;Via223
756;;;66.8782;-54.3944;0;Bottom;Copper Fill147
757;;;117.704;-79.4906;0;Bottom;Via373
758;;;96.0628;-79.4896;0;Bottom;Copper Fill357
759;;;76.073;-40.3736;0;Bottom;Copper Fill426
760;;;146.026;-38.9723;0;Bottom;Via29
761;;5050;156.062;-98.7774;0;Top;RGB SMD LED85
762;;5050;56.0282;-49.8037;0;Top;RGB SMD LED168
763;;5050;106.062;-98.7774;0;Top;RGB SMD LED66
764;;;116.044;-108.164;0;Bottom;Via239
765;;5050;56.02;-68.7904;0;Top;RGB SMD LED126
766;;;104.365;-59.5344;0;Bottom;Via390
767;;;86.868;-106.718;0;Bottom;Copper Fill58
768;;;146.126;-119.342;0;Bottom;Copper Fill299
769;;;96.012;-40.399;0;Bottom;Copper Fill428
770;;;35.9822;-67.9105;0;Bottom;Via471
771;;;114.471;-129.23;0;Bottom;Via142
772;220;1206 [SMD];52.9389;-18.8641;0;Bottom;R4 10kOhm
773;;;56.0578;-69.3042;0;Bottom;Copper Fill368
774;;;77.6568;-99.1833;0;Bottom;Via259
775;;;127.637;-59.4057;0;Bottom;Via370
776;;;66.9544;-113.83;0;Bottom;Copper Fill42
777;;;10.7389;-26.3641;0;Bottom;Via555
778;;;36.1188;-79.3118;0;Bottom;Copper Fill352
779;;;147.701;-40.2603;0;Bottom;Via30
780;;;57.695;-59.0995;0;Bottom;Via449
781;;;147.746;-129.144;0;Bottom;Via120
782;;5050;36.0282;-49.8037;0;Top;RGB SMD LED164
783;;5050;86.0622;-108.777;0;Top;RGB SMD LED91
784;;;76.9889;-23.1141;0;Bottom;Via532
785;;;84.3935;-109.422;0;Bottom;Via255
786;;;76.9366;-113.83;0;Bottom;Copper Fill48
787;;;94.3836;-59.2449;0;Bottom;Via401
788;;cap-pth-small2;100.009;-24.1141;0;Bottom;C3
789;;;166.878;-80.8104;0;Bottom;Copper Fill106
790;;5050;126.134;-128.819;0;Top;RGB SMD LED42
791;;;178.74;-15.4435;0;Bottom;Copper Fill465
792;;;35.2552;-32.9822;0;Bottom;Copper Fill218
793;;;13.7389;-29.3641;0;Bottom;Via552
794;;;146.025;-59.2966;0;Bottom;Copper Fill392
795;;;26.1085;-78.3553;0;Bottom;Via479
796;;;157.714;-40.3958;0;Bottom;Via19
797;;;127.695;-129.187;0;Bottom;Via132
798;;;56.896;-44.6916;0;Bottom;Copper Fill174
799;;;137.744;-25.0955;0;Bottom;Copper Fill254
800;;;126.848;-54.3944;0;Bottom;Copper Fill145
801;;;34.5028;-89.544;0;Bottom;Via478
802;;;156.174;-118.318;0;Bottom;Via116
803;;5050;156.062;-108.777;0;Top;RGB SMD LED86
804;;;175.362;-135.598;0;Bottom;Copper Fill17
805;;;54.5614;-119.661;0;Bottom;Via179
806;;;26.0604;-109.462;0;Bottom;Copper Fill303
807;;;56.1594;-40.5006;0;Bottom;Copper Fill424
808;;;46.0756;-99.3778;0;Bottom;Copper Fill321
809;;5050;126.139;-138.814;0;Top;RGB SMD LED11
810;;;157.709;-50.3828;0;Bottom;Via489
811;;;85.979;-8.3442;0;Bottom;Copper Fill444
812;;;136.855;-93.866;0;Bottom;Copper Fill69
813;;;47.6721;-128.946;0;Bottom;Via180
814;;;31.0388;-38.7988;0;Bottom;Copper Fill412
815;;;146.127;-117.975;0;Bottom;Via124
816;;;111.049;-38.7988;0;Bottom;Copper Fill420
817;;;111.739;-23.3641;0;Bottom;Via576
818;;;124.445;-79.4477;0;Bottom;Via365
819;;;166.065;-99.2508;0;Bottom;Copper Fill333
820;;;146.939;-93.7136;0;Bottom;Copper Fill84
821;;;147.807;-139.26;0;Bottom;Via25
822;;;96.0399;-49.1436;0;Bottom;Via508
823;;;166.929;-113.678;0;Bottom;Copper Fill55
824;;;175.988;-48.9917;0;Bottom;Via484
825;;;106.126;-67.8809;0;Bottom;Via386
826;;;115.316;-82.2328;0;Bottom;Copper Fill101
827;;;45.212;-33.9982;0;Bottom;Copper Fill205
828;;5050;56.1337;-118.819;0;Top;RGB SMD LED48
829;;;87.7657;-139.014;0;Bottom;Via61
830;;;96.8756;-55.2072;0;Bottom;Copper Fill157
831;;;156.046;-128.061;0;Bottom;Via119
832;;;145.237;-73.6222;0;Bottom;Copper Fill122
833;;;108.739;-23.3641;0;Bottom;Via575
834;;;24.5088;-119.362;0;Bottom;Via98
835;;;126.005;-68.0956;0;Bottom;Via362
836;;;145.186;-35.7;0;Bottom;Copper Fill193
837;;;156.921;-83.8584;0;Bottom;Copper Fill92
838;;5050;116.028;-49.8037;0;Top;RGB SMD LED163
839;;;156.896;-54.369;0;Bottom;Copper Fill146
840;;;24.4476;-89.2806;0;Bottom;Via289
841;;5050;146.091;-78.8325;0;Top;RGB SMD LED136
842;;;104.494;-69.3408;0;Bottom;Via387
843;;;164.444;-109.546;0;Bottom;Via208
844;;;66.8274;-35.065;0;Bottom;Copper Fill201
845;;;54.5058;-129.334;0;Bottom;Via176
846;;;106.245;-138.015;0;Bottom;Via50
847;;;126.898;-113.83;0;Bottom;Copper Fill40
848;;;167.722;-119.508;0;Bottom;Via109
849;;;156.921;-93.8152;0;Bottom;Copper Fill73
850;;;95.2246;-44.6916;0;Bottom;Copper Fill178
851;;;97.7022;-79.3354;0;Bottom;Via398
852;;;44.3797;-40.4167;0;Bottom;Via90
853;;;156.132;-78.3313;0;Bottom;Via328
854;;;25.8064;-18.9995;0;Bottom;Copper Fill446
855;;;166.141;-139.357;0;Bottom;Copper Fill273
856;;;144.41;-79.2762;0;Bottom;Via341
857;;;47.6625;-59.487;0;Bottom;Via457
858;;5050;26.0624;-98.7774;0;Top;RGB SMD LED65
859;;;145.288;-113.678;0;Bottom;Copper Fill49
860;;;146.218;-137.929;0;Bottom;Via26
861;;;156.108;-99.4794;0;Bottom;Copper Fill332
862;;;136.017;-59.3982;0;Bottom;Copper Fill391
863;;;56.261;-79.5404;0;Bottom;Copper Fill354
864;;5050;106.028;-49.8037;0;Top;RGB SMD LED162
865;;;104.408;-99.5214;0;Bottom;Via243
866;;;77.7113;-69.3645;0;Bottom;Via419
867;;;47.6755;-40.5135;0;Bottom;Via86
868;;;176.987;-17.6787;0;Bottom;Copper Fill257
869;;;146.013;-57.9458;0;Bottom;Via343
870;;5050;106.091;-78.8325;0;Top;RGB SMD LED99
871;;;156.896;-44.8694;0;Bottom;Copper Fill169
872;;;164.547;-119.278;0;Bottom;Via113
873;;sot23-3;13.7889;-110.364;-90;Top;Q4
874;;;156.87;-62.9034;0;Bottom;Copper Fill138
875;;5050;136.062;-108.777;0;Top;RGB SMD LED78
876;;;166.014;-69.2534;0;Bottom;Copper Fill378
877;;;96.1136;-89.4464;0;Bottom;Copper Fill342
878;;;61.7105;-21.3755;0;Bottom;Via530
879;;;137.76;-139.346;0;Bottom;Via31
880;;;36.0536;-88.1385;0;Bottom;Via472
881;;;180.442;-15.4435;0;Bottom;Copper Fill259
882;;;26.1366;-119.545;0;Bottom;Copper Fill288
883;;;176.094;-118.007;0;Bottom;Via106
884;;5050;46.0282;-49.8037;0;Top;RGB SMD LED165
885;;5050;56.0623;-108.777;0;Top;RGB SMD LED79
886;;;76.0984;-99.327;0;Bottom;Copper Fill324
887;;;25.2984;-112.433;0;Bottom;Copper Fill57
888;;;87.6469;-68.8797;0;Bottom;Via407
889;;;56.0691;-137.996;0;Bottom;Via80
890;;5050;56.1337;-128.819;0;Top;RGB SMD LED47
891;;;164.505;-79.2911;0;Bottom;Via322
892;;;95.2246;-33.1854;0;Bottom;Copper Fill194
893;;5050;126.091;-78.8325;0;Top;RGB SMD LED118
894;;;46.057;-98.117;0;Bottom;Via279
895;;5050;36.0623;-98.7774;0;Top;RGB SMD LED71
896;;;105.308;-93.9168;0;Bottom;Copper Fill78
897;;;65.2526;-63.9448;0;Bottom;Copper Fill128
898;;;86.7389;-23.3641;0;Bottom;Via568
899;;;185.989;-22.8041;-90;Bottom;S3
900;;;147.759;-89.354;0;Bottom;Via335
901;;;46.086;-78.1721;0;Bottom;Via462
902;;;61.6585;-21.9332;0;Bottom;Copper Fill448
903;;;45.2374;-54.242;0;Bottom;Copper Fill158
904;;;146.021;-48.9593;0;Bottom;Via493
905;;;46.863;-34.7856;0;Bottom;Copper Fill188
906;;5050;46.1337;-118.819;0;Top;RGB SMD LED41
907;;;144.41;-89.6117;0;Bottom;Via340
908;;;45.212;-44.7678;0;Bottom;Copper Fill179
909;;;139.962;-21.6032;0;Bottom;Via538
910;;;134.463;-99.3066;0;Bottom;Via225
911;;;126.013;-49.3456;0;Bottom;Via499
912;;;176.86;-63.6146;0;Bottom;Copper Fill136
913;;;137.744;-29.6167;0;Bottom;Copper Fill249
914;;;14.7543;-98.4273;0;Bottom;Via563
915;;;167.608;-59.4788;0;Bottom;Via314
916;;5050;46.0914;-88.8325;0;Top;RGB SMD LED120
917;;;27.5621;-50.2346;0;Bottom;Via482
918;;;21.6789;-20.079;0;Bottom;Copper Fill230
919;;;104.739;-23.3641;0;Bottom;Via573
920;;;75.311;-133.592;0;Bottom;Copper Fill15
921;;5050;36.1337;-118.819;0;Top;RGB SMD LED39
922;;;144.458;-139.518;0;Bottom;Via27
923;;;105.996;-98.3191;0;Bottom;Via244
924;;;107.586;-69.3837;0;Bottom;Via384
925;;;56.0084;-127.88;0;Bottom;Via175
926;;;166.056;-67.856;0;Bottom;Via315
927;;;47.7339;-79.5293;0;Bottom;Via458
928;;5050;166.091;-88.8325;0;Top;RGB SMD LED147
929;;;46.1264;-89.3702;0;Bottom;Copper Fill337
930;;;26.1458;-128.688;0;Bottom;Via99
931;;;116.053;-99.5556;0;Bottom;Copper Fill328
932;;;24.4186;-109.207;0;Bottom;Via193
933;;;154.584;-139.637;0;Bottom;Via23
934;;;176.124;-119.317;0;Bottom;Copper Fill302
935;;;107.628;-109.538;0;Bottom;Via240
936;;;34.4737;-109.471;0;Bottom;Via287
937;;;127.949;-20.2916;0;Bottom;Via585
938;;;84.4225;-89.4954;0;Bottom;Via414
939;;;46.0756;-79.4642;0;Bottom;Copper Fill353
940;;;26.035;-69.3804;0;Bottom;Copper Fill366
941;;;176.936;-113.703;0;Bottom;Copper Fill51
942;;;124.374;-59.4057;0;Bottom;Via366
943;;;94.4259;-99.2318;0;Bottom;Via249
944;;;76.073;-109.309;0;Bottom;Copper Fill308
945;;5050;166.02;-68.7904;0;Top;RGB SMD LED148
946;;;37.6431;-40.4167;0;Bottom;Via91
947;;;36.8554;-93.739;0;Bottom;Copper Fill85
948;;;46.8884;-73.5968;0;Bottom;Copper Fill120
949;;;166.012;-38.8337;0;Bottom;Via16
950;;;106.739;-23.3641;0;Bottom;Via574
951;;;124.518;-129.487;0;Bottom;Via134
952;;;144.628;-21.476;0;Bottom;Copper Fill222
953;;;194.183;-27.8895;0;Bottom;Copper Fill255
954;;;66.0736;-98.2138;0;Bottom;Via268
955;;;106.832;-44.8694;0;Bottom;Copper Fill166
956;;5050;76.0623;-108.777;0;Top;RGB SMD LED88
957;;;74.4643;-59.487;0;Bottom;Via430
958;;;157.743;-99.3565;0;Bottom;Via210
959;;;136.83;-83.833;0;Bottom;Copper Fill94
960;;;99.9998;-75.0192;0;Bottom;Copper Fill228
961;;TSSOP;140.894;-27.5282;180;Bottom;PCA9956B Addr 0x2A
962;;;87.7051;-128.897;0;Bottom;Via156
963;;;99.1616;-21.4379;0;Bottom;Copper Fill452
964;;;195.199;-27.8895;0;Bottom;Copper Fill256
965;;;77.7536;-109.519;0;Bottom;Via258
966;;;46.1823;-137.996;0;Bottom;Via87
967;;;86.2838;-99.4794;0;Bottom;Copper Fill325
968;;;167.621;-40.5053;0;Bottom;Via14
